číslo VTA;kraj;okres;obec;část obce;ulice;upřesnění umístění
415786130;Ústecký;Louny;Nové Sedlo;Nové Sedlo;Hlavní;u hlavní silnice
415676487;Ústecký;Louny;Obora;Obora;;u obecního úřadu
415216252;Ústecký;Louny;Očihov;Očihov;;u obecního úřadu
415696488;Ústecký;Louny;Opočno;Opočno;;u zastávky BUS
415694310;Ústecký;Louny;Panenský Týnec;Panenský Týnec;;u pošty
415219126;Ústecký;Louny;Petrohrad;Petrohrad;;u zastávky BUS
415696489;Ústecký;Louny;Pnětluky;Konětopy;;u potravin
415693234;Ústecký;Louny;Počedělice;Orasice;;budova požární zbrojnice
415213101;Ústecký;Louny;Podbořanský Rohozec;Podbořanský Rohozec;;u obecního úřadu
415679577;Ústecký;Louny;Raná;Raná;;u zastávky BUS
415695250;Ústecký;Louny;Ročov;Ročov;;u lékárny
415677226;Ústecký;Louny;Slavětín;Slavětín;Na Městečku;u obecního úřadu
415694112;Ústecký;Louny;Smolnice;Smolnice;;v zastávce BUS
415721073;Ústecký;Louny;Staňkovice;Staňkovice;Tvršická;potraviny u křižovatky, ID ROP 3900323
415694321;Ústecký;Louny;Toužetín;Toužetín;;u obecního úřadu
415725252;Ústecký;Louny;Tuchořice;Tuchořice;;u obecního úřadu
415694511;Ústecký;Louny;Úherce;Úherce;;u zastávky BUS
415785108;Ústecký;Louny;Velemyšleves;Velemyšleves;;u obecního úřadu
415676489;Ústecký;Louny;Veltěže;Veltěže;Vrchlického;u obecního úřadu
415695411;Ústecký;Louny;Vinařice;Vinařice;;před poštou
415694411;Ústecký;Louny;Vrbno nad Lesy;Vrbno nad Lesy;;u obchodu
415218149;Ústecký;Louny;Vroutek;Vroutek;náměstí Míru;u Zdravotního střediska
415676490;Ústecký;Louny;Vršovice;Vršovice;;u restaurace
415782189;Ústecký;Louny;Výškov;Výškov;;u obecního úřadu
415714228;Ústecký;Louny;Zálužice;Zálužice;;u vchodu
415696494;Ústecký;Louny;Zbrašín;Hořany;;u zastávky BUS
415692343;Ústecký;Louny;Želkovice;Želkovice;;u obytného domu
415694322;Ústecký;Louny;Žerotín;Žerotín;;u BUS zastávky ID ROP = 3792479
415727914;Ústecký;Louny;Žiželice;Žiželice;;u zastávky BUS- hlavní silnice
476110188;Ústecký;Most;Bečov;Bečov;;před poštou - pravý
476110198;Ústecký;Most;Bělušice;Odolice;;náves
476129162;Ústecký;Most;Braňany;Braňany;;u chodníku, sídliště
476113013;Ústecký;Most;Brandov;Brandov;Rudé armády;u parčíku
476117015;Ústecký;Most;Český Jiřetín;Český Jiřetín;;před policií ČR
476108555;Ústecký;Most;Havraň;Havraň;;u autobusové zastávky
476113011;Ústecký;Most;Hora Svaté Kateřiny;Hora Svaté Kateřiny;Dlouhá;u pošty
476116017;Ústecký;Most;Klíny;Klíny;;u obecního úřadu
476110266;Ústecký;Most;Korozluky;Korozluky;;před OÚ
476109130;Ústecký;Most;Lišnice;Lišnice;;před OÚ
476744982;Ústecký;Most;Louka u Litvínova;Louka u Litvínova;Husova;u pošty
476110290;Ústecký;Most;Lužice;Lužice;;před čp 130
476109154;Ústecký;Most;Malé Březno;Malé Březno;;před OÚ
476744095;Ústecký;Most;Mariánské Radčice;Mariánské Radčice;Dukelských hrdinů;před poštou
476113012;Ústecký;Most;Nová Ves v Horách;Nová Ves v Horách;;před OÚ
476118261;Ústecký;Most;Patokryje;Patokryje;;pod hospodou   U Maďara
476109120;Ústecký;Most;Polerady;Polerady;;u čp 112
476110404;Ústecký;Most;Skršín;Skršín;;před čp 5
476110111;Ústecký;Most;Volevčice;Volevčice;;před obchodem
476118287;Ústecký;Most;Želenice;Liběšice;;před obchodem
417872021;Ústecký;Teplice;Bořislav;Bořislav;;u zastávky ČAD
417881070;Ústecký;Teplice;Bystřany;Bystřany;Pražská;u Obecního úřadu
417872025;Ústecký;Teplice;Bžany;Hradiště;;u silnice v zatáčce
417835918;Ústecký;Teplice;Háj u Duchcova;Háj u Duchcova;Kubátova;u OÚ
417825359;Ústecký;Teplice;Hostomice;Hostomice;Školní náměstí;na náměstí - pravý
417828183;Ústecký;Teplice;Hrobčice;Razice;;
417835916;Ústecký;Teplice;Jeníkov;Jeníkov;;u kostela
417884414;Ústecký;Teplice;Kladruby;Kladruby;;náměstí
417871094;Ústecký;Teplice;Kostomlaty pod Milešovkou;Kostomlaty pod Milešovkou;Hlavní;u pošty
417835910;Ústecký;Teplice;Lahošť;Lahošť;Švermova;
417822002;Ústecký;Teplice;Ledvice;Ledvice;Mírová;v parčíku - u pošty
417871100;Ústecký;Teplice;Lukov;Lukov;;náves, vedle zastávky
417827021;Ústecký;Teplice;Měrunice;Měrunice;;u prodejny
417878061;Ústecký;Teplice;Mikulov;Mikulov;Tržní náměstí;u OÚ
417565000;Ústecký;Teplice;Modlany;Modlany;;náměstí-park
417878060;Ústecký;Teplice;Moldava;Moldava;;u celnice
417825352;Ústecký;Teplice;Ohníč;Ohníč;;před poštou
417872022;Ústecký;Teplice;Rtyně nad Bílinou;Rtyně nad Bílinou;;u pošty
417882257;Ústecký;Teplice;Srbice;Srbice;;náměstí-park
417563252;Ústecký;Teplice;Světec;Světec;Preissigovo náměstí;US
417568241;Ústecký;Teplice;Újezdeček;Újezdeček;náměstí Boženy Němcové;u Obecního úřadu- ve dvoře
417835919;Ústecký;Teplice;Zabrušany;Všechlapy;;
417872137;Ústecký;Teplice;Žalany;Žalany;Pražská;u Obecního úřadu
417872023;Ústecký;Teplice;Žim;Žim;;u OÚ
475213073;Ústecký;Ústí nad Labem;Dolní Zálezly;Dolní Zálezly;Květinová;u OÚ
475215247;Ústecký;Ústí nad Labem;Habrovany;Habrovany;;80 m od zastávky ČSAD do středu vesnice
472719020;Ústecký;Ústí nad Labem;Homole u Panny;Homole u Panny;;náves
472770701;Ústecký;Ústí nad Labem;Chuderov;Chuderov;;zastávka ČSAD
475222319;Ústecký;Ústí nad Labem;Libouchec;Libouchec;;Restaurace  Český lev 
475228750;Ústecký;Ústí nad Labem;Malé Březno;Malé Březno;;náves - u obecního úřadu
475531558;Ústecký;Ústí nad Labem;Malečov;Malečov;;náves
475226196;Ústecký;Ústí nad Labem;Petrovice;Petrovice;;u OÚ
475225184;Ústecký;Ústí nad Labem;Přestanov;Přestanov;;křižovatka u Motorestu
475507045;Ústecký;Ústí nad Labem;Ryjice;Ryjice;;Nemocnice následné péče, vrátnice
475213029;Ústecký;Ústí nad Labem;Řehlovice;Dubice;;od křižovatky směr Dubický kostelík
475215219;Ústecký;Ústí nad Labem;Stebno;Stebno;;náves
472743042;Ústecký;Ústí nad Labem;Tašov;Tašov;;u obecního úřadu na křižovatce
475224155;Ústecký;Ústí nad Labem;Telnice;Varvažov;;proti restauraci Stará pošta zastávka ČSAD
475222611;Ústecký;Ústí nad Labem;Tisá;Tisá;Ostrov;parkoviště
475222495;Ústecký;Ústí nad Labem;Tisá;Tisá;;U zastávky   ČSAD
475222619;Ústecký;Ústí nad Labem;Velké Chvojno;Velké Chvojno;;zastávka ČSAD, prodejna potravin
475228761;Ústecký;Ústí nad Labem;Zubrnice;Zubrnice;;na zdi u vchodu do obchodu
569438001;Vysočina;Havlíčkův Brod;Bartoušov;Bartoušov;;u obecního úřadu
569720122;Vysočina;Havlíčkův Brod;Bělá;Bělá;;náves, u obchodu
569621104;Vysočina;Havlíčkův Brod;Bezděkov;Bezděkov;;u hl. silnice
569720120;Vysočina;Havlíčkův Brod;Bojiště;Bojiště;;náves
569445006;Vysočina;Havlíčkův Brod;Boňkov;Boňkov;;náves, u hasičské zbrojnice
569644000;Vysočina;Havlíčkův Brod;Borek;Ostružno;;náves
569628000;Vysočina;Havlíčkův Brod;Čachotín;Čachotín;;náves
569692054;Vysočina;Havlíčkův Brod;Čečkovice;Čečkovice;;u OÚ
569444000;Vysočina;Havlíčkův Brod;Česká Bělá;Česká Bělá;;náměstí
569482052;Vysočina;Havlíčkův Brod;Dlouhá Ves;Dlouhá Ves;;u hostince
569436050;Vysočina;Havlíčkův Brod;Dolní Krupá;Dolní Krupá;;u OÚ
569487000;Vysočina;Havlíčkův Brod;Dolní Město;Dolní Město;;Na rohu obecního úřadu
569621112;Vysočina;Havlíčkův Brod;Dolní Sokolovec;Dolní Sokolovec;;u hl. silnice
569452003;Vysočina;Havlíčkův Brod;Druhanov;Druhanov;;Obecní úřad - zeď
569440005;Vysočina;Havlíčkův Brod;Habry;Habry;Pražská;u zdravotního střediska
569642000;Vysočina;Havlíčkův Brod;Havlíčkova Borová;Havlíčkova Borová;Náměstí;u obecního úřadu
569445003;Vysočina;Havlíčkův Brod;Herálec;Herálec;;u obchodu, u hlavní silnice
569449052;Vysočina;Havlíčkův Brod;Heřmanice;Heřmanice;;náves, u OÚ
569720128;Vysočina;Havlíčkův Brod;Hněvkovice;Hněvkovice;;u obchodu
569436000;Vysočina;Havlíčkův Brod;Horní Krupá;Horní Krupá;;u zastávky ČSAD
569738054;Vysočina;Havlíčkův Brod;Horní Paseka;Horní Paseka;;u OÜ
569720115;Vysočina;Havlíčkův Brod;Hradec;Hradec;;uvnitř autobusové čekárny
569420026;Vysočina;Havlíčkův Brod;Hurtova Lhota;Hurtova Lhota;;náves, u obchodu
569440006;Vysočina;Havlíčkův Brod;Chrtníč;Chrtníč;;náves
569720118;Vysočina;Havlíčkův Brod;Chřenovice;Chřenovice;;náves, u obchodu
569720121;Vysočina;Havlíčkův Brod;Jedlá;Jedlá;;náves
569692055;Vysočina;Havlíčkův Brod;Jeřišno;Jeřišno;;u obchodu
569458001;Vysočina;Havlíčkův Brod;Jilem;Jilem;;náves
569444051;Vysočina;Havlíčkův Brod;Jitkov;Jitkov;;u obecního úřadu, u obchodu
569458003;Vysočina;Havlíčkův Brod;Kámen;Kámen;;u obchodu
569692050;Vysočina;Havlíčkův Brod;Klokočov;Klokočov;;náves
569420134;Vysočina;Havlíčkův Brod;Knyk;Knyk;;náves
569459004;Vysočina;Havlíčkův Brod;Kochánov;Kochánov;;náves, u hlavní silnice
569720116;Vysočina;Havlíčkův Brod;Kozlov;Kozlov;;na autobusové zastávce
569720006;Vysočina;Havlíčkův Brod;Kožlí;Kožlí;;parkoviště
569449051;Vysočina;Havlíčkův Brod;Kraborovice;Kraborovice;;u hlavní silnice
569488000;Vysočina;Havlíčkův Brod;Krásná Hora;Krásná Hora;;náves
569697000;Vysočina;Havlíčkův Brod;Krucemburk;Krucemburk;Nám. Jana Zrzavého;náměstí
569452006;Vysočina;Havlíčkův Brod;Kunemil;Kunemil;;náves
569420105;Vysočina;Havlíčkův Brod;Květinov;Květinov;;náves, u hlavní silnice
569420040;Vysočina;Havlíčkův Brod;Kyjov;Kyjov;;náves, u OÚ
569628054;Vysočina;Havlíčkův Brod;Kynice;Kynice;;
569440002;Vysočina;Havlíčkův Brod;Leškovice;Leškovice;;Obecní úřad
569739000;Vysočina;Havlíčkův Brod;Leština u Světlé;Leština u Světlé;;u OÚ, u pošty
569621016;Vysočina;Havlíčkův Brod;Libice nad Doubravou;Libice nad Doubravou;Zámecká;
569437000;Vysočina;Havlíčkův Brod;Lípa;Lípa;;u obchodu
569486000;Vysočina;Havlíčkův Brod;Lipnice nad Sázavou;Lipnice nad Sázavou;;náměstí
569489050;Vysočina;Havlíčkův Brod;Lučice;Lučice;;u OÚ
569452016;Vysočina;Havlíčkův Brod;Malčín;Malčín;;náves
569692000;Vysočina;Havlíčkův Brod;Maleč;Maleč;;u obchodu
569482060;Vysočina;Havlíčkův Brod;Modlíkov;Modlíkov;;u obecního úřadu, u hlavní silnice
569644001;Vysočina;Havlíčkův Brod;Nejepín;Nejepín;;na budově obecního úřadu
569621101;Vysočina;Havlíčkův Brod;Nová Ves u Chotěboře;Nová Ves u Chotěboře;;v autobusové čekárně
569452017;Vysočina;Havlíčkův Brod;Nová Ves u Světlé;Nová Ves u Světlé;;Před obecním úřadem
569489052;Vysočina;Havlíčkův Brod;Okrouhlice;Babice;;u obchodu
569459003;Vysočina;Havlíčkův Brod;Okrouhlička;Okrouhlička;;náves, u hlavní silnice
569482054;Vysočina;Havlíčkův Brod;Olešenka;Olešenka;;náves, u zastávky ČSAD
569458005;Vysočina;Havlíčkův Brod;Olešná;Olešná;;náves, u OÚ
569720007;Vysočina;Havlíčkův Brod;Ostrov;Ostrov;;náves
569642002;Vysočina;Havlíčkův Brod;Oudoleň;Oudoleň;;obecní úřad zeď
569452009;Vysočina;Havlíčkův Brod;Ovesná Lhota;Ovesná Lhota;;náves 
569720113;Vysočina;Havlíčkův Brod;Pavlov;Pavlov;;náves
569694058;Vysočina;Havlíčkův Brod;Podmoklany;Podmoklany;;u hlavní silnice, u koupaliště
569442053;Vysočina;Havlíčkův Brod;Podmoky;Podmoky;;u OÚ
569439000;Vysočina;Havlíčkův Brod;Pohled;Pohled;Revoluční;u Obecního úřadu, u ul. Zámecká
569720123;Vysočina;Havlíčkův Brod;Prosíčka;Dolní Prosíčka;;u restaurace
569452002;Vysočina;Havlíčkův Brod;Příseka;Příseka;;u obchodu
569458006;Vysočina;Havlíčkův Brod;Radostín;Radostín;;náves
569628001;Vysočina;Havlíčkův Brod;Rozsochatec;Rozsochatec;;u obecního úřadu
569692053;Vysočina;Havlíčkův Brod;Rušinov;Rušinov;;u obchodu
569440000;Vysočina;Havlíčkův Brod;Rybníček;Rybníček;;náves
569447000;Vysočina;Havlíčkův Brod;Skorkov;Skorkov;;náves, u hlavní silnice
569442001;Vysočina;Havlíčkův Brod;Skryje;Skryje;;naproti OÚ
569458000;Vysočina;Havlíčkův Brod;Skuhrov;Skuhrov;;u motorest U tří lip
569694053;Vysočina;Havlíčkův Brod;Slavětín;Slavětín;;u OÚ
569645000;Vysočina;Havlíčkův Brod;Slavíkov;Slavíkov;;u obchodu
569445007;Vysočina;Havlíčkův Brod;Slavníč;Slavníč;;u obecního úřadu
569645001;Vysočina;Havlíčkův Brod;Sloupno;Sloupno;;u hl. silnice
569452005;Vysočina;Havlíčkův Brod;Služátky;Služátky;;u OÚ
569694054;Vysočina;Havlíčkův Brod;Sobíňov;Sobíňov;;Sopoty, u školy
569482056;Vysočina;Havlíčkův Brod;Stříbrné Hory;Stříbrné Hory;;náves, u obchodu
569451002;Vysočina;Havlíčkův Brod;Šlapanov;Šlapanov;;u obchodu, u hlavní silnice
569459000;Vysočina;Havlíčkův Brod;Štoky;Štoky;;náměstí
569458002;Vysočina;Havlíčkův Brod;Tis;Tis;;náves
569452000;Vysočina;Havlíčkův Brod;Trpišovice;Koňkovice;;náves
569459006;Vysočina;Havlíčkův Brod;Úhořilka;Úhořilka;;náves
569447001;Vysočina;Havlíčkův Brod;Úsobí;Úsobí;;náves, u pošty
569644002;Vysočina;Havlíčkův Brod;Vepříkov;Vepříkov;;u Obecního úřadu
569489051;Vysočina;Havlíčkův Brod;Veselý Žďár;Veselý Žďár;;náves, u hasičské zbrojnice
569445002;Vysočina;Havlíčkův Brod;Věž;Věž;;u hlavní silnice, u ústavu soc.péče
569451000;Vysočina;Havlíčkův Brod;Věžnice;Věžnice;;u obchodu
569449000;Vysočina;Havlíčkův Brod;Vilémov;Vilémov;;náměstí
569720008;Vysočina;Havlíčkův Brod;Vilémovice;Vilémovice;;náves
569692051;Vysočina;Havlíčkův Brod;Víska;Víska;;u požární zbrojnice
569452025;Vysočina;Havlíčkův Brod;Vlkanov;Vlkanov;;Náves
569438002;Vysočina;Havlíčkův Brod;Vysoká;Vysoká;;u obchodu
569442054;Vysočina;Havlíčkův Brod;Zvěstovice;Zvěstovice;;náves
569444054;Vysočina;Havlíčkův Brod;Ždírec;Ždírec;;náves, u OÚ
569482053;Vysočina;Havlíčkův Brod;Žižkovo Pole;Žižkovo Pole;;u obecního úřadu
567277414;Vysočina;Jihlava;Arnolec;Arnolec;;
567219600;Vysočina;Jihlava;Bítovčice;Bítovčice;;u OÚ
567318395;Vysočina;Jihlava;Bohuslavice;Bohuslavice;;náves
567272111;Vysočina;Jihlava;Boršov;Boršov;;u restaurace
568884528;Vysočina;Jihlava;Brtnička;Brtnička;;před OÚ
567212486;Vysočina;Jihlava;Brzkov;Brzkov;;na OÚ
567316107;Vysočina;Jihlava;Cejle;Cejle;;před prodejnou DACO
567322769;Vysočina;Jihlava;Čížov;Čížov;;u restaurace Býk
567373026;Vysočina;Jihlava;Dlouhá Brtnice;Dlouhá Brtnice;;u OÚ
567217664;Vysočina;Jihlava;Dobronín;Dobronín;;před prodejnou potravin
567212805;Vysočina;Jihlava;Dobroutov;Dobroutov;;
567315011;Vysočina;Jihlava;Dolní Cerekev;Dolní Cerekev;;před OÚ
567318718;Vysočina;Jihlava;Dolní Vilímeč;Dolní Vilímeč;;
567379494;Vysočina;Jihlava;Doupě;Doupě;;vedle zastávky ČSAD
567275005;Vysočina;Jihlava;Dudín;Dudín;;
567272297;Vysočina;Jihlava;Dušejov;Dušejov;;u pošty, vedle zastávky BUS
567316213;Vysočina;Jihlava;Dvorce;Dvorce;;u prodejny Jednota
567213186;Vysočina;Jihlava;Dyjice;Dyjice;;u požární zbrojnice
567373081;Vysočina;Jihlava;Hladov;Hladov;;
567214086;Vysočina;Jihlava;Hodice;Hodice;;
567272045;Vysočina;Jihlava;Hojkov;Hojkov;;u hasičské zbrojnice
567374208;Vysočina;Jihlava;Horní Dubenky;Horní Dubenky;sídliště Janštejn;vedle potravin
567213507;Vysočina;Jihlava;Horní Myslová;Horní Myslová;;
568885721;Vysočina;Jihlava;Hrutov;Hrutov;;nad kostelem, u nádrže
567272296;Vysočina;Jihlava;Hubenov;Hubenov;;Nový Hubenov
567220506;Vysočina;Jihlava;Hybrálec;Hybrálec;;před OÚ
567277290;Vysočina;Jihlava;Jamné;Jamné;;náves
567277056;Vysočina;Jihlava;Jersín;Jersín;;
567214290;Vysočina;Jihlava;Jezdovice;Jezdovice;;vedle OÚ
567272217;Vysočina;Jihlava;Ježená;Ježená;;u zastávky hromadné dopravy
567374209;Vysočina;Jihlava;Jihlávka;Jihlávka;;před OÚ
567275336;Vysočina;Jihlava;Kalhov;Kalhov;;u zastávky
567374207;Vysočina;Jihlava;Kaliště;Kaliště;;před potravinami Jednota
567273390;Vysočina;Jihlava;Kamenice;Kamenice;;autobusová zastávka u Jednoty
567212807;Vysočina;Jihlava;Kamenná;Kamenná;;u obchodu
568885610;Vysočina;Jihlava;Kněžice;Kněžice;;naproti kostelu, OÚ, PÚ
567375537;Vysočina;Jihlava;Knínice;Knínice;;na OÚ
567316241;Vysočina;Jihlava;Kostelec;Kostelec;;sídliště
567213188;Vysočina;Jihlava;Kostelní Myslová;Kostelní Myslová;;u kostela
567219590;Vysočina;Jihlava;Kozlov;Kozlov;;naproti OÚ
567317134;Vysočina;Jihlava;Krahulčí;Krahulčí;;obec před OÚ
567375526;Vysočina;Jihlava;Krasonice;Krasonice;;před prodejnou
567317454;Vysočina;Jihlava;Lhotka;Lhotka;;v plechové čekárně
567218003;Vysočina;Jihlava;Malý Beranov;Malý Beranov;;na zdi obecního úřadu
567377113;Vysočina;Jihlava;Markvartice;Markvartice;;
567221967;Vysočina;Jihlava;Měšín;Měšín;;u zastávky
567272112;Vysočina;Jihlava;Milíčov;Milíčov;;naproti zastávce
567213405;Vysočina;Jihlava;Mirošov;Jedlov;;Objekt obecního úřadu
567317077;Vysočina;Jihlava;Mrákotín;Mrákotín;;na zdi OÚ
567223149;Vysočina;Jihlava;Mysletice;Mysletice;;u zastávky
567223082;Vysočina;Jihlava;Mysliboř;Mysliboř;;náves
567277415;Vysočina;Jihlava;Nadějov;Nadějov;;u obchodu
567378612;Vysočina;Jihlava;Nevcehle;Nevcehle;;na zdi obchodu
567318211;Vysočina;Jihlava;Nová Říše;Nová Říše;Náměstí;náměstí
567272241;Vysočina;Jihlava;Opatov;Opatov;;za vchodem do restaurace
567214085;Vysočina;Jihlava;Panenská Rozsíčka;Panenská Rozsíčka;;
567374017;Vysočina;Jihlava;Panské Dubenky;Panské Dubenky;;vedle OÚ
567373076;Vysočina;Jihlava;Pavlov;Pavlov;;na zdi OÚ
567276226;Vysočina;Jihlava;Plandry;Plandry;;u OÚ
567274120;Vysočina;Jihlava;Puklice;Puklice;;u OÚ
567376713;Vysočina;Jihlava;Radkov;Radkov;;obec
567322768;Vysočina;Jihlava;Rančířov;Rančířov;;
567276100;Vysočina;Jihlava;Rantířov;Rantířov;;u OÚ
567314463;Vysočina;Jihlava;Rohozná;Rohozná;;vedle OÚ
567318496;Vysočina;Jihlava;Rozseč;Rozseč;;na zdi OÚ
567214507;Vysočina;Jihlava;Růžená;Růžená;;zastávka
567277296;Vysočina;Jihlava;Rybné;Rybné;;OÚ
567379413;Vysočina;Jihlava;Řásná;Řásná;;Autobusová zastávka-zeď
"evidenční č. 41""";;;;;;
567379496;Vysočina;Jihlava;Řídelov;Řídelov;;
567378913;Vysočina;Jihlava;Sedlejov;Sedlejov;;u OÚ
567275236;Vysočina;Jihlava;Smrčná;Smrčná;;u pošty
567277057;Vysočina;Jihlava;Stáj;Stáj;;
567377046;Vysočina;Jihlava;Stará Říše;Stará Říše;;před poštou
567319311;Vysočina;Jihlava;Stonařov;Stonařov;;u Jednoty
567217211;Vysočina;Jihlava;Střítež;Střítež;;
567319189;Vysočina;Jihlava;Suchá;Suchá;;před OÚ
567275312;Vysočina;Jihlava;Šimanov;Šimanov;;na obchodě
567314512;Vysočina;Jihlava;Švábov;Švábov;;před OÚ
567379009;Vysočina;Jihlava;Třeštice;Třeštice;;náves
567378613;Vysočina;Jihlava;Urbanov;Urbanov;;na zdi OÚ
567218911;Vysočina;Jihlava;Velký Beranov;Velký Beranov;;u kulturního domu
567275237;Vysočina;Jihlava;Větrný Jeníkov;Větrný Jeníkov;;u KD
567273300;Vysočina;Jihlava;Věžnice;Věžnice;;hasičská zbrojnice
567222183;Vysočina;Jihlava;Věžnička;Věžnička;;
567319012;Vysočina;Jihlava;Vílanec;Vílanec;;vedle zastávky ČSAD
