číslo VTA;kraj;okres;obec;část obce;ulice;upřesnění umístění
318877303;Středočeský;Příbram;Jesenice;Jesenice;;u mostu
318677185;Středočeský;Příbram;Kamýk nad Vltavou;Kamýk nad Vltavou;;u mostu přes Vltavu
318853101;Středočeský;Příbram;Klučenice;Klučenice;;u pošty
318864133;Středočeský;Příbram;Kňovice;Kňovice;;u autobusové zastávky
318543942;Středočeský;Příbram;Korkyně;Korkyně;;
318822842;Středočeský;Příbram;Kosova Hora;Kosova Hora;;u ČD
318620012;Středočeský;Příbram;Kotenčice;Kotenčice;;u obchodu
318683360;Středočeský;Příbram;Koupě;Koupě;;u obecního úřadu
318695287;Středočeský;Příbram;Kozárovice;Kozárovice;;Naproti kult.domu, náves
318862386;Středočeský;Příbram;Krásná Hora nad Vltavou;Krásná Hora nad Vltavou;;před OD
318864314;Středočeský;Příbram;Křepenice;Křepenice;;u obchodu
318692113;Středočeský;Příbram;Křešín;Křešín;;u autobusové zastávky
318629679;Středočeský;Příbram;Láz;Láz;;u prodejny potravin a restaurace náves
318691495;Středočeský;Příbram;Lazsko;Lazsko;;Proti OÚ
318691675;Středočeský;Příbram;Lešetice;Lešetice;;Obecní úřad
318622951;Středočeský;Příbram;Lhota u Příbramě;Lhota u Příbramě;;u autobusové zastávky
318581628;Středočeský;Příbram;Malá Hraštice;Malá Hraštice;;u Obecního úřadu
318853103;Středočeský;Příbram;Milešov;Klenovice;;
318593814;Středočeský;Příbram;Mokrovraty;Mokrovraty;;
318864231;Středočeský;Příbram;Nalžovice;Chlum;;u OÚ
318618111;Středočeský;Příbram;Narysov;Narysov;;u zastávky ČSAD
318588239;Středočeský;Příbram;Nečín;Nečín;; u OÚ
318877113;Středočeský;Příbram;Nedrahovice;Nedrahovice;;
318851057;Středočeský;Příbram;Nechvalice;Nechvalice;;u pošty
318665741;Středočeský;Příbram;Nepomuk;Nepomuk;;u hostince náves
318581714;Středočeský;Příbram;Nová Ves pod Pleší;Nová Ves pod Pleší;;u ČD
318543906;Středočeský;Příbram;Nové Dvory;Nové Dvory;;u obchodu
318593480;Středočeský;Příbram;Nový Knín;Nový Knín;náměstí Jiřího z Poděbrad;náměstí
318627996;Středočeský;Příbram;Občov;Občov;;
318614016;Středočeský;Příbram;Obecnice;Obecnice;;u autobusové zastávky
318588237;Středočeský;Příbram;Obory;Obory;;
318586016;Středočeský;Příbram;Obořiště;Obořiště;;u pošty
318692409;Středočeský;Příbram;Ohrazenice;Ohrazenice;;U obecního úřadu
318864313;Středočeský;Příbram;Osečany;Osečany;;u autobusové zastávky
318683728;Středočeský;Příbram;Ostrov;Ostrov;;u prodejny potravin, náves
318690136;Středočeský;Příbram;Ouběnice;Ouběnice;;
318694190;Středočeský;Příbram;Pečice;Pečice;;Naproti Hostince u kostela , náves
318856213;Středočeský;Příbram;Petrovice;Petrovice;;u pošty
318611307;Středočeský;Příbram;Pičín;Pičín;;u pošty
318683725;Středočeský;Příbram;Počaply;Počaply;;u zastávky ČSAD náves
318865391;Středočeský;Příbram;Počepice;Počepice;;náves náves
318620341;Středočeský;Příbram;Podlesí;Podlesí;;Staré Podlesí - restaurace
318876298;Středočeský;Příbram;Prosenická Lhota;Prosenická Lhota;;
318822651;Středočeský;Příbram;Příčovy;Příčovy;;
318691486;Středočeský;Příbram;Radětice;Radětice;;naproti obenímu úřadu, náves
318864233;Středočeský;Příbram;Radíč;Radíč;;u obchodu
318586179;Středočeský;Příbram;Rosovice;Rosovice;; obchod
318521979;Středočeský;Příbram;Rybníky;Rybníky;;
318614221;Středočeský;Příbram;Sádek;Sádek;;nad prodejnou potravin
318666142;Středočeský;Příbram;Sedlice;Sedlice;;naproti koloniálu a hasičské zbrojnici
318694193;Středočeský;Příbram;Smolotely;Smolotely;;vedle pošty náves
318694327;Středočeský;Příbram;Solenice;Solenice;;Naproti restaurace  Kaskáda,  náves
318521710;Středočeský;Příbram;Stará Huť;Stará Huť;Karla Čapka;náves
318683174;Středočeský;Příbram;Starosedlský Hrádek;Starosedlský Hrádek;;u prodejny smíšeného zboží náves
318627257;Středočeský;Příbram;Suchodol;Suchodol;;u OÚ
318586267;Středočeský;Příbram;Svaté Pole;Svaté Pole;;u restaurace
318862167;Středočeský;Příbram;Svatý Jan;Hrachov;;
318876212;Středočeský;Příbram;Štětkovice;Štětkovice;;u obchodu
318682914;Středočeský;Příbram;Tochovice;Tochovice;;u obecního úřadu, náves
318626253;Středočeský;Příbram;Trhové Dušníky;Trhové Dušníky;;u autobusové zastávky
318618221;Středočeský;Příbram;Třebsko;Třebsko;;u autobusové zastávky
318684199;Středočeský;Příbram;Tušovice;Tušovice;;u OÚ
318543952;Středočeský;Příbram;Velká Lečice;Velká Lečice;;u OÚ
318665748;Středočeský;Příbram;Věšín;Věšín;;u nákupního střediska Jednota náves
318690125;Středočeský;Příbram;Višňová;Višňová;;
318683750;Středočeský;Příbram;Volenice;Volenice;;autobusová zastávka, náves
318522878;Středočeský;Příbram;Voznice;Voznice;;hostinec - podloubí
318691694;Středočeský;Příbram;Vrančice;Vrančice;;U obecního úřadu, náves
318665347;Středočeský;Příbram;Vranovice;Vranovice;;u zastávky ČSAD náves
318683373;Středočeský;Příbram;Vševily;Vševily;;u zastávky ČSAD náves
318618211;Středočeský;Příbram;Vysoká u Příbramě;Vysoká u Příbramě;;u prodejny potravin-náves
318865390;Středočeský;Příbram;Vysoký Chlumec;Vysoký Chlumec;;
318695196;Středočeský;Příbram;Zalužany;Zalužany;;U pošty, náves
318694194;Středočeský;Příbram;Zbenice;Zbenice;;Naproti prodejně potravin náves
318697211;Středočeský;Příbram;Zduchovice;Zduchovice;;u prodejny potravinn náves
318595120;Středočeský;Příbram;Županovice;Županovice;;
313562664;Středočeský;Rakovník;Bdín;Bdín;;Obecní úřad, na čelní zdi u krámku
313559102;Středočeský;Rakovník;Branov;Branov;;u potravin
313549511;Středočeský;Rakovník;Břežany;Břežany;;u rybníka, objekt Váha
313549406;Středočeský;Rakovník;Čistá;Čistá;nám. Václavské;u zast. ČSAD
313594221;Středočeský;Rakovník;Děkov;Děkov;;u OÚ
313599382;Středočeský;Rakovník;Drahouš;Drahouš;;U vodní nádrže, náves, proti OÚ
313582373;Středočeský;Rakovník;Hořesedly;Hořesedly;;u České Pošty, zastávky BUS
313594208;Středočeský;Rakovník;Hořovičky;Vrbice;;náves, u zastávky BUS
313550213;Středočeský;Rakovník;Hracholusky;Hracholusky;;u potravin
313550235;Středočeský;Rakovník;Hřebečníky;Týřovice;;náves
313575212;Středočeský;Rakovník;Hředle;Hředle;;u pošty
313543683;Středočeský;Rakovník;Hvozd;Žďáry;;u zastávky ČSAD
313582370;Středočeský;Rakovník;Chrášťany;Chrášťany;;u školy
313578843;Středočeský;Rakovník;Janov;Janov;;na OÚ, u pomníčku
313599401;Středočeský;Rakovník;Jesenice;Jesenice;Mírové náměstí;u OÚ
313562200;Středočeský;Rakovník;Kalivody;Kalivody;; náves, proti OÚ
313558715;Středočeský;Rakovník;Karlova Ves;Karlova Ves;;před objektem OÚ
313582473;Středočeský;Rakovník;Kněževes;Kněževes;Chmelařská;u voj. útvaru, silnice na Rakovník
313594209;Středočeský;Rakovník;Kolešov;Kolešov;;u zastávky ČSAD
313582371;Středočeský;Rakovník;Kolešovice;Kolešovice;;u ZD
313578841;Středočeský;Rakovník;Kounov;Kounov;;u ZD, PÚ
313564482;Středočeský;Rakovník;Kozojedy;Kozojedy;;u požární zbrojnice
313543401;Středočeský;Rakovník;Krakov;Krakov;;u zast. ČSAD
313549007;Středočeský;Rakovník;Krakovec;Zhoř;;vedle OÚ-hasičské zbrojnice
313564485;Středočeský;Rakovník;Kroučová;Kroučová;;u potravin, pod kostelem
313599451;Středočeský;Rakovník;Krty;Krty;;u OÚ, náves u kostela
313575211;Středočeský;Rakovník;Krupá;Krupá;;náves, u zastávky BUS
313564484;Středočeský;Rakovník;Krušovice;Krušovice;;před pivovarem
313558360;Středočeský;Rakovník;Křivoklát;Křivoklát;;Česká pošta-na zdi
313533722;Středočeský;Rakovník;Lašovice;Lašovice;;vedle OÚ
313537943;Středočeský;Rakovník;Lišany;Lišany;Pražská;prodejna potravin na zdi
313531120;Středočeský;Rakovník;Lubná;Lubná;;budova OÚ 
313537940;Středočeský;Rakovník;Lužná;Lužná;9. května;ČD ve vestibulu na zdi
313558363;Středočeský;Rakovník;Městečko;Městečko;Ohnivcova náves;vchod OÚ
313578840;Středočeský;Rakovník;Milostín;Milostín;;u OÚ, PÚ
313562221;Středočeský;Rakovník;Milý;Milý;;náves, zastávka BUS
313562400;Středočeský;Rakovník;Mšec;Mšec;;u obchod. domu
313573388;Středočeský;Rakovník;Mšecké Žehrovice;Mšecké Žehrovice;;u OÚ, zastávka BUS
313575210;Středočeský;Rakovník;Mutějovice;Mutějovice;Velká Strana;u koloniálu
313575270;Středočeský;Rakovník;Nesuchyně;Nesuchyně;;u OÚ, MŠ
313558104;Středočeský;Rakovník;Nezabudice;Nezabudice;;u potravin, u kostela
313537357;Středočeský;Rakovník;Nový Dům;Nový Dům;;zastávka ČSAD
313517925;Středočeský;Rakovník;Olešná;Olešná;;u zast. ČSAD
313590359;Středočeský;Rakovník;Oráčov;Oráčov;;u školy
313533713;Středočeský;Rakovník;Panoší Újezd;Panoší Újezd;;u potravin
313515182;Středočeský;Rakovník;Pavlíkov;Pavlíkov;;ubytovny MÚ - správce objektu - venkovní zeď u vchodu,
;;;;;;
313543403;Středočeský;Rakovník;Petrovice;Petrovice;;náves, u BUS
313564496;Středočeský;Rakovník;Pochvalov;Pochvalov;;pohostinství na zdi
313562540;Středočeský;Rakovník;Přerubenice;Přerubenice;;v zastávce ČSAD proti č.p. 20
313543402;Středočeský;Rakovník;Příčina;Příčina;;vedle OÚ, zastávky BUS
313582471;Středočeský;Rakovník;Přílepy;Přílepy;;náves
313590358;Středočeský;Rakovník;Pšovlky;Pšovlky;;u restaurace
313533720;Středočeský;Rakovník;Pustověty;Pustověty;;náves
313554900;Středočeský;Rakovník;Račice;Račice;;u hostince
313558362;Středočeský;Rakovník;Roztoky;Roztoky;;u OÚ
313573653;Středočeský;Rakovník;Ruda;Ruda;Nádražní;nad kapličkou, proti hospodě
313564391;Středočeský;Rakovník;Řevničov;Řevničov;Karlovarská;u obchod. domu
313531122;Středočeský;Rakovník;Senec;Senec;;náves, BUS
313540348;Středočeský;Rakovník;Senomaty;Hostokryje;;u zast. ČSAD, náves
313550220;Středočeský;Rakovník;Skryje;Skryje;;u kostela, zast. Bus, parkoviště
313550216;Středočeský;Rakovník;Slabce;Modřejovice;;náves
313562296;Středočeský;Rakovník;Srbeč;Srbeč;;náves, před OÚ, PÚ, u BUS
313578842;Středočeský;Rakovník;Svojetín;Svojetín;;náves, u pomníku
313554901;Středočeský;Rakovník;Sýkořice;Sýkořice;;u OÚ
313543404;Středočeský;Rakovník;Šanov;Šanov;;náměstíčko, u pomníku
313549491;Středočeský;Rakovník;Šípy;Šípy;;náves
313590530;Středočeský;Rakovník;Švihov;Švihov;;Obecní úřad, myslivna
313564483;Středočeský;Rakovník;Třeboc;Třeboc;;u obecního úřadu, zastávky BUS
313572831;Středočeský;Rakovník;Třtice;Třtice;;OÚ, náves
313543549;Středočeský;Rakovník;Václavy;Václavy;;na zdi OÚ
313558364;Středočeský;Rakovník;Velká Buková;Velká Buková;;prodejna potravin na zdi
313549346;Středočeský;Rakovník;Velká Chmelištná;Velká Chmelištná;;u prodejny potravin
313549347;Středočeský;Rakovník;Všesulov;Všesulov;;u zast. ČSAD, náves
313533714;Středočeský;Rakovník;Všetaty;Všetaty;;náves, u bytovek
313543400;Středočeský;Rakovník;Zavidov;Zavidov;;náves
313554902;Středočeský;Rakovník;Zbečno;Zbečno;;náves, vedle OÚ, PÚ
313599400;Středočeský;Rakovník;Žďár;Žďár;;u kostela
412553031;Ústecký;Děčín;Arnoltice;Arnoltice;;u pošty a OÚ
412553039;Ústecký;Děčín;Bynovec;Bynovec;;u obchodu
412543129;Ústecký;Děčín;Dobkovice;Dobkovice;;u hasičské zbrojnice
412525070;Ústecký;Děčín;Dobrná;Dobrná;;u školy - u Pošty
412585020;Ústecký;Děčín;Dolní Habartice;Dolní Habartice;;u obecního úřadu
412379302;Ústecký;Děčín;Dolní Podluží;Dolní Podluží;;u Obecního úřadu
412397216;Ústecký;Děčín;Dolní Poustevna;Dolní Poustevna;Sadová;u pošty
412381463;Ústecký;Děčín;Doubice;Doubice;;u restaurace - JEF
412586640;Ústecký;Děčín;Františkov nad Ploučnicí;Františkov nad Ploučnicí;;u školy - u OÚ
412586691;Ústecký;Děčín;Heřmanov;Heřmanov;;veř. pozemek
412585037;Ústecký;Děčín;Horní Habartice;Horní Habartice;;na budově obec.úřadu
412379198;Ústecký;Děčín;Horní Podluží;Horní Podluží;;u pošty
412554187;Ústecký;Děčín;Hřensko;Hřensko;;u obec.úřadu
412525071;Ústecký;Děčín;Huntířov;Huntířov;;park - u OÚ
412381378;Ústecký;Děčín;Chřibská;Chřibská;;u pošty
412554213;Ústecký;Děčín;Janov;Janov;;park
412582069;Ústecký;Děčín;Janská;Janská;;u obecního úřadu
412555034;Ústecký;Děčín;Jetřichovice;Jetřichovice;;u potravin
412379303;Ústecký;Děčín;Jiřetín pod Jedlovou;Jiřetín pod Jedlovou;Děčínská;u pošty
412553325;Ústecký;Děčín;Kámen;Kámen;;u hasičské zbrojnice
412582196;Ústecký;Děčín;Kunratice;Kunratice;;u obchodu
412581082;Ústecký;Děčín;Kytlice;Kytlice;;u pošty
412553137;Ústecký;Děčín;Labská Stráň;Labská Stráň;;u OÚ
412391761;Ústecký;Děčín;Lipová;Lipová;;křižovatka u školy
412397935;Ústecký;Děčín;Lobendava;Lobendava;;u hospody - u silnice
412511490;Ústecký;Děčín;Ludvíkovice;Ludvíkovice;;u pošty
412586642;Ústecký;Děčín;Malá Veleň;Jedlka;;u zastávky
412511451;Ústecký;Děčín;Malšovice;Malšovice;;u restaurace
412585256;Ústecký;Děčín;Markvartice;Markvartice;;u hospody
412559126;Ústecký;Děčín;Merboltice;Merboltice;;u pošty - u obchdou
412553037;Ústecký;Děčín;Růžová;Růžová;;u hostince
412381379;Ústecký;Děčín;Rybniště;Rybniště;;u pošty
412555242;Ústecký;Děčín;Srbská Kamenice;Srbská Kamenice;;u pošty
412336285;Ústecký;Děčín;Staré Křečany;Staré Křečany;;u Obecního úřadu
412586654;Ústecký;Děčín;Starý Šachov;Malý Šachov;;
412558935;Ústecký;Děčín;Těchlovice;Těchlovice;;u obchodu
412559125;Ústecký;Děčín;Valkeřice;Valkeřice;;u OÚ
487856121;Ústecký;Děčín;Velká Bukovina;Velká Bukovina;;u parkoviště
412391161;Ústecký;Děčín;Velký Šenov;Velký Šenov;Mírové nám.;náměstí
412559239;Ústecký;Děčín;Verneřice;Verneřice;Českolipská;u kostela - proti RSU
412585272;Ústecký;Děčín;Veselé;Veselé;;u obec.úřadu
412397318;Ústecký;Děčín;Vilémov;Vilémov;;u pošty
474668341;Ústecký;Chomutov;Bílence;Škrle;;u zastávky BUS
474624419;Ústecký;Chomutov;Blatno;Blatno;;vedle bytovky
474692381;Ústecký;Chomutov;Březno;Březno;Kaštanová;u obecního úřadu
474624289;Ústecký;Chomutov;Černovice;Černovice;;u potravin - č.p. ID ROP = 3261991
474373099;Ústecký;Chomutov;Domašín;Petlery;;na návsi-aut. Zast.
474668163;Ústecký;Chomutov;Droužkovice;Droužkovice;Rudé armády;proti obecnímu úřadu
474695191;Ústecký;Chomutov;Hora Svatého Šebestiána;Hora Svatého Šebestiána;;u pošty
474692380;Ústecký;Chomutov;Hrušovany;Hrušovany;;u obecního úřadu
474392032;Ústecký;Chomutov;Chbany;Chbany;;u obecního úřadu
474683922;Ústecký;Chomutov;Kalek;Kalek;;u pošty
474396475;Ústecký;Chomutov;Kovářská;Kovářská;nám. J. Švermy;u školy - náměstí
474385259;Ústecký;Chomutov;Kryštofovy Hamry;Kryštofovy Hamry;;u obecního úřadu
474695192;Ústecký;Chomutov;Křimov;Křimov;;u silnice č. 7
474392192;Ústecký;Chomutov;Libědice;Libědice;;náves - u obchodu
474396100;Ústecký;Chomutov;Loučná pod Klínovcem;Loučná;;vedle el. Rozvodny
474658163;Ústecký;Chomutov;Málkov;Málkov;;před autoservisem
474398087;Ústecký;Chomutov;Mašťov;Mašťov;Kostelní;u obchodu na návsi
474396183;Ústecký;Chomutov;Měděnec;Měděnec;Karlovarská;před obchodem
474658199;Ústecký;Chomutov;Místo;Místo;;u zastávky BUS
474668376;Ústecký;Chomutov;Nezabylice;Nezabylice;;Hořenec, u ob.úřadu
474394116;Ústecký;Chomutov;Okounov;Okounov;;horní část
474684310;Ústecký;Chomutov;Otvice;Otvice;Obchodní zóna;u prodejny HYUNDAI KŠV, s.r.o.
474394199;Ústecký;Chomutov;Perštejn;Perštejn;Hlavní;u obecního úřadu
474685151;Ústecký;Chomutov;Pesvice;Pesvice;;u obecního úřadu
474392190;Ústecký;Chomutov;Pětipsy;Pětipsy;;na návsi u kapličky
474392191;Ústecký;Chomutov;Račetice;Račetice;;náves, u obecního úřadu
474398086;Ústecký;Chomutov;Radonice;Radonice;;u obecního úřadu
474345564;Ústecký;Chomutov;Rokle;Rokle;;na návsi u hl. silnice
474624559;Ústecký;Chomutov;Spořice;Spořice;Lipová;před obecním úřadem
474685109;Ústecký;Chomutov;Strupčice;Okořín;;u hlavní silnice
474668547;Ústecký;Chomutov;Údlice;Údlice;Náměstí;proti poště
474398089;Ústecký;Chomutov;Veliká Ves;Podlesice;;u restaurace
474398088;Ústecký;Chomutov;Vilémov;Vilémov;Náměstí;náves - u obecního úřadu
474684480;Ústecký;Chomutov;Vrskmaň;Vrskmaň;;u rybníku
474668162;Ústecký;Chomutov;Všehrdy;Všehrdy;;před vězením
474685164;Ústecký;Chomutov;Všestudy;Všestudy;;proti restauraci
474695030;Ústecký;Chomutov;Výsluní;Výsluní;;NA NÁVSI, naproti autobusové zastávky
474687134;Ústecký;Chomutov;Vysoká Pec;Drmaly;;proti smíš.zboží
416843031;Ústecký;Litoměřice;Bechlín;Předonín;;u parku
416781340;Ústecký;Litoměřice;Brňany;Brňany;;
416861274;Ústecký;Litoměřice;Brozany nad Ohří;Brozany nad Ohří;;naproti hospodě
416871128;Ústecký;Litoměřice;Bříza;Bříza;;u OÚ
416749124;Ústecký;Litoměřice;Býčkovice;Býčkovice;;u obchodu potravin
416875055;Ústecký;Litoměřice;Ctiněves;Ctiněves;;u OÚ
416849189;Ústecký;Litoměřice;Černěves;Černěves;;na zdi obchodu
416592170;Ústecký;Litoměřice;Černiv;Černiv;;
416875056;Ústecký;Litoměřice;Černouček;Černouček;;u restaurace
416538298;Ústecký;Litoměřice;Čížkovice;Čížkovice;Na sídlišti;u ústředny, na sídlišti
416596032;Ústecký;Litoměřice;Děčany;Solany;;
416594296;Ústecký;Litoměřice;Dlažkovice;Dlažkovice;;U rybníka
416842053;Ústecký;Litoměřice;Dobříň;Dobříň;Roudnická;u obchodu
416861330;Ústecký;Litoměřice;Doksany;Doksany;;u pošty
416861325;Ústecký;Litoměřice;Dolánky nad Ohří;Dolánky nad Ohří;;
416787435;Ústecký;Litoměřice;Drahobuz;Drahobuz;;u obchodu
416847021;Ústecký;Litoměřice;Dušníky;Dušníky;;u RSU
416591230;Ústecký;Litoměřice;Evaň;Evaň;;u hlavní silnice
416741662;Ústecký;Litoměřice;Hlinná;Hlinná;;
416873137;Ústecký;Litoměřice;Horní Beřkovice;Horní Beřkovice;V Sídlišti;v Družstevní ul.
416798279;Ústecký;Litoměřice;Horní Řepčice;Horní Řepčice;;
416814378;Ústecký;Litoměřice;Hoštka;Hoštka;Litoměřická;u školy
416848116;Ústecký;Litoměřice;Hrobce;Rohatce;;na křižovatce
416849190;Ústecký;Litoměřice;Chodouny;Lounky;;u autobusové zastávky
416594306;Ústecký;Litoměřice;Chodovlice;Chodovlice;;u Obecního úřadu
416591800;Ústecký;Litoměřice;Chotěšov;Chotěšov;;u rybníka
416597296;Ústecký;Litoměřice;Chotiměř;Chotiměř;;u Obecního úřadu
416798094;Ústecký;Litoměřice;Chotiněves;Chotiněves;;u obchodu
416749173;Ústecký;Litoměřice;Chudoslavice;Chudoslavice;;u obchodu náves
416594387;Ústecký;Litoměřice;Jenčice;Jenčice;;na zdi obchodu
416746240;Ústecký;Litoměřice;Kamýk;Kamýk;;u OÚ
416781349;Ústecký;Litoměřice;Keblice;Keblice;;před poštou
416591438;Ústecký;Litoměřice;Klapý;Klapý;;u silnice
416846101;Ústecký;Litoměřice;Kleneč;Kleneč;;u autobusové zastávky
416873131;Ústecký;Litoměřice;Kostomlaty pod Řípem;Kostomlaty pod Řípem;;u restaurace
416845113;Ústecký;Litoměřice;Krabčice;Rovné;;u OÚ
416591503;Ústecký;Litoměřice;Křesín;Křesín;;u kostelíka
416786418;Ústecký;Litoměřice;Křešice;Křešice;Malá náves;
416838453;Ústecký;Litoměřice;Kyškovice;Kyškovice;;u obchodu
416797003;Ústecký;Litoměřice;Levín;Levín;;u pošty
416531252;Ústecký;Litoměřice;Lhotka nad Labem;Lhotka nad Labem;;na budově OÚ
416798050;Ústecký;Litoměřice;Liběšice;Liběšice;;parkoviště u potravin
416874151;Ústecký;Litoměřice;Libkovice pod Řípem;Libkovice pod Řípem;;u OÚ
416746241;Ústecký;Litoměřice;Libochovany;Libochovany;;U školky
416848095;Ústecký;Litoměřice;Libotenice;Libotenice;;u ob.úřadu
416594395;Ústecký;Litoměřice;Lkáň;Lkáň;;u obchodu
416797034;Ústecký;Litoměřice;Lovečkovice;Lovečkovice;;u obchodu
416531282;Ústecký;Litoměřice;Lukavec;Lukavec;;
416539182;Ústecký;Litoměřice;Malé Žernoseky;Malé Žernoseky;Ústecká;u autobusové zastávky
416747113;Ústecký;Litoměřice;Malíč;Malíč;;náves
416865128;Ústecký;Litoměřice;Martiněves;Charvatce;;vedle zastávky BUS,u obchodu
416747177;Ústecký;Litoměřice;Michalovice;Michalovice;;
416743313;Ústecký;Litoměřice;Miřejovice;Miřejovice;;
416739042;Ústecký;Litoměřice;Mlékojedy;Mlékojedy;;
416871129;Ústecký;Litoměřice;Mnetěš;Mnetěš;;u OÚ
416865125;Ústecký;Litoměřice;Mšené-lázně;Ředhošť;;u prodejny
416861494;Ústecký;Litoměřice;Nové Dvory;Chvalín;;u požární zbrojnice
416733418;Ústecký;Litoměřice;Píšťany;Píšťany;;
416749206;Ústecký;Litoměřice;Ploskovice;Ploskovice;;u obecního úřadu
416594389;Ústecký;Litoměřice;Podsedice;Podsedice;;u obchodu
416787473;Ústecký;Litoměřice;Polepy;Polepy;;u restaurace
416531283;Ústecký;Litoměřice;Prackovice nad Labem;Litochovice nad Labem;;náves
416867123;Ústecký;Litoměřice;Přestavlky;Přestavlky;;místnost pro VTA - přízemí
416811411;Ústecký;Litoměřice;Račice;Račice;;na zdi vně budovy
416871127;Ústecký;Litoměřice;Račiněves;Račiněves;;u OÚ
416592180;Ústecký;Litoměřice;Radovesice;Radovesice;;náves
416861278;Ústecký;Litoměřice;Rochov;Rochov;;u knihovny OÚ
416594397;Ústecký;Litoměřice;Sedlec;Sedlec;;u obchodu
416531297;Ústecký;Litoměřice;Siřejovice;Siřejovice;;u hlavní silnice
416591590;Ústecký;Litoměřice;Slatina;Slatina;;U zeměděl.družstva- vrátnice
416877013;Ústecký;Litoměřice;Snědovice;Sukorady;;proti poště
416871130;Ústecký;Litoměřice;Straškov-Vodochody;Straškov;;křižovatka
416531182;Ústecký;Litoměřice;Sulejovice;Sulejovice;Náves;u pošty a OÚ
416782753;Ústecký;Litoměřice;Travčice;Travčice;;U OÚ
416748187;Ústecký;Litoměřice;Trnovany;Trnovany;;u motorestu
416594394;Ústecký;Litoměřice;Třebenice;Třebenice;Havlíčkovo nám.;
416596088;Ústecký;Litoměřice;Třebívlice;Třebívlice;;u vchodu do OÚ
416791206;Ústecký;Litoměřice;Třebušín;Třebušín;;u OÚ
416594307;Ústecký;Litoměřice;Úpohlavy;Úpohlavy;;u obchodu
416838421;Ústecký;Litoměřice;Vědomice;Vědomice;Roudnická;naproti autobusové zastávce
416597295;Ústecký;Litoměřice;Velemín;Velemín;;u školky
416747319;Ústecký;Litoměřice;Velké Žernoseky;Velké Žernoseky;;náves
416531181;Ústecký;Litoměřice;Vchynice;Vchynice;;náves, u OÚ
416594391;Ústecký;Litoměřice;Vlastislav;Vlastislav;;u pošty
416871131;Ústecký;Litoměřice;Vražkov;Vražkov;;u kapličky
416787532;Ústecký;Litoměřice;Vrbice;Vrbice;Hlavní;naproti OÚ
416531298;Ústecký;Litoměřice;Vrbičany;Vrbičany;;náves - před OÚ
416787494;Ústecký;Litoměřice;Vrutice;Svařenice;;náves
416842112;Ústecký;Litoměřice;Záluží;Záluží;;u autoopravny
416862303;Ústecký;Litoměřice;Žabovřesky nad Ohří;Žabovřesky nad Ohří;;náves, u restaurace
416838428;Ústecký;Litoměřice;Židovice;Židovice;;
416748234;Ústecký;Litoměřice;Žitenice;Pohořany;;u obchodu
415783742;Ústecký;Louny;Bitozeves;Bitozeves;;u obecního úřadu
415217626;Ústecký;Louny;Blatno;Blatno;;u pošty
415782210;Ústecký;Louny;Blažim;Blažim;;u hlavní silnice
415215499;Ústecký;Louny;Blšany;Blšany;Náměstí;u zastávky BUS- u kostela
415676491;Ústecký;Louny;Blšany u Loun;Blšany u Loun;;u silnice
415691662;Ústecký;Louny;Brodec;Brodec;;u silnice
415782186;Ústecký;Louny;Břvany;Břvany;Dlouhá;u zastávky BUS
415691550;Ústecký;Louny;Cítoliby;Cítoliby;Lounská;u obchodu Jednota
415714022;Ústecký;Louny;Čeradice;Čeradice;;na návsi
415676485;Ústecký;Louny;Černčice;Černčice;Masarykovo náměstí;u pošty
415729009;Ústecký;Louny;Deštnice;Deštnice;;u obecního úřadu
415679576;Ústecký;Louny;Dobroměřice;Dobroměřice;Příční;u obchodu Jednota
415695350;Ústecký;Louny;Domoušice;Domoušice;;u koloniálu Otto
415722786;Ústecký;Louny;Holedeč;Holedeč;Žatecká;u obecního úřadu
415694311;Ústecký;Louny;Hříškov;Hříškov;;silnice u křižovatky
415696485;Ústecký;Louny;Hřivice;Hřivice;;u hasič. zbrojnice
415691247;Ústecký;Louny;Chlumčany;Chlumčany;;u obecního úřadu
415674223;Ústecký;Louny;Chožov;Chožov;;u bývalé pekárny
415674106;Ústecký;Louny;Chraberce;Chraberce;;u obecního úřadu, ID ROP 3767816
415696487;Ústecký;Louny;Jimlín;Zeměchy;;u obchodu Jednota
415693232;Ústecký;Louny;Koštice;Koštice;;u obecního úřadu
415692212;Ústecký;Louny;Kozly;Kozly;;u obecního úřadu
415210055;Ústecký;Louny;Krásný Dvůr;Krásný Dvůr;;před nákupním střediskem
415679575;Ústecký;Louny;Lenešice;Lenešice;Wolkerova;u obchodu Jednota
415692211;Ústecký;Louny;Libčeves;Libčeves;;u pošty
415725254;Ústecký;Louny;Liběšice;Líčkov;;na návsi
415711963;Ústecký;Louny;Libočany;Libočany;;u kostela na návsi
415722753;Ústecký;Louny;Libořice;Libořice;;u potravin
415696486;Ústecký;Louny;Lipno;Lipenec;;náves
415783745;Ústecký;Louny;Lišany;Lišany;;na stěně OU vlevo od vchodu
415691223;Ústecký;Louny;Líšťany;Líšťany;Zeměšská;silnice u křižovatky
415212538;Ústecký;Louny;Lubenec;Lubenec;Chýšská;u kina
415747001;Ústecký;Louny;Měcholupy;Velká Černoc;;na návsi u potravin
415213197;Ústecký;Louny;Nepomyšl;Nepomyšl;;u zastávky BUS
415694512;Ústecký;Louny;Nová Ves;Nová Ves;;u zastávky BUS
